player_id,date,distance_m,hsr_distance_m,acwr,ctl,atl,fatigue_score,sleep_quality,stress,muscle_soreness,inter_acwr_fatigue,th_acwr_fatigue,th_stress_sleep,inter_sleep_sore,injury_risk
P0781,2025-02-20,5322,204,1.159147919639099,55.67759465287769,64.24289862251496,8,9,3,2,-0.42255624108270307,0,0,3,0
P0782,2025-02-21,2721,70,1.0598928587100194,41.19880021056518,60.96994942695917,5,8,3,3,-0.0,0,0,0,0
P0783,2025-02-22,4907,176,1.0041381285902227,59.56889911752674,76.22128990451085,8,8,5,2,-0.8875856142293321,0,0,2,0
P0784,2025-02-23,4729,261,1.622295633229217,55.64306937648699,97.16901571334685,8,7,5,4,0.9668868996876512,1,0,-1,1
P0785,2025-02-24,4061,171,1.1076338409461344,63.8291343888023,60.878079793144906,7,6,2,4,-0.38473231810773134,0,0,0,0
P0786,2025-02-25,5731,556,1.6559556641858513,71.10808553575652,102.12332609757772,5,7,6,3,0.0,0,0,0,1
P0787,2025-02-26,4348,200,0.8702126915209698,50.61523023032385,42.023159145169586,5,8,3,4,-0.0,0,0,-2,0
P0788,2025-02-27,3540,249,1.3032063769069913,30.318362858306187,73.96249985790108,7,7,3,3,0.00641275381398243,0,0,0,0
P0789,2025-02-28,4872,289,1.2424003984769105,56.00917462173332,70.77179892728263,3,5,1,2,0.11519920304617903,0,0,-1,0
P0790,2025-03-01,4021,208,1.4139960371072535,38.444188033747224,71.18867249433208,6,9,4,2,0.11399603710725348,0,0,3,1
P0791,2025-03-02,5686,329,1.2238628593635676,46.93019481961871,64.41386473309994,7,5,4,4,-0.1522742812728648,0,0,1,0
P0792,2025-03-03,5193,475,1.419416562290852,48.60323804156505,75.2733904903112,5,7,5,3,0.0,0,0,0,0
P0793,2025-03-04,4389,187,1.42403774683865,20.903752324755686,45.06499329249647,5,5,4,3,0.0,0,0,0,0
P0794,2025-03-05,5589,136,1.4458052629112228,43.60463368778962,75.92211941910006,7,6,5,3,0.2916105258224455,0,0,0,0
P0795,2025-03-06,2933,190,0.9689948558785569,37.75357973243107,45.17572482758974,6,8,5,2,-0.3310051441214431,0,0,2,0
P0796,2025-03-07,4258,207,1.5352024327951326,46.896709163808644,83.08286198126535,7,7,4,3,0.47040486559026506,0,0,0,0
P0797,2025-03-08,5603,552,1.5647293514996599,62.67621405969817,78.81209805433814,4,5,4,2,-0.2647293514996598,0,0,-1,0
P0798,2025-03-09,5729,283,1.3532437291327413,58.14749356634086,61.45160634664347,8,7,2,3,0.15973118739822367,0,0,0,0
P0799,2025-03-10,5033,289,1.4867178783715485,57.09708172307583,84.408978020542,7,7,7,3,0.3734357567430968,0,0,0,0
P0800,2025-03-11,5139,316,1.4808727676161553,41.82261841371219,50.80149218347357,4,7,5,2,-0.18087276761615523,0,0,1,1
P0801,2025-03-12,6153,834,1.5857332122236305,39.80714785652074,60.18288436089377,3,7,3,4,-0.5714664244472609,0,0,-1,0
P0802,2025-03-13,3886,85,1.216083734953832,25.860402774160434,44.202538236932874,10,9,4,3,-0.41958132523084,0,0,0,0
P0803,2025-03-14,4949,304,1.4321332310923462,39.58335403894493,77.80989095133039,6,8,4,5,0.1321332310923462,0,0,-4,0
P0804,2025-03-15,4743,292,1.1241279018021975,40.01186197649558,61.19598163344763,5,6,3,3,-0.0,0,0,0,0
P0805,2025-03-16,4371,217,1.209594292779055,30.194021326815985,36.63507616418086,5,6,5,4,-0.0,0,0,0,0
P0806,2025-03-17,5718,644,1.5339709114053055,57.790130779021915,75.98673107513785,8,10,5,4,0.7019127342159164,1,0,-4,0
P0807,2025-03-18,6358,457,1.3769671118316422,61.40731639738014,83.16159511027023,5,6,2,3,0.0,0,0,0,0
P0808,2025-03-19,5904,381,1.6875591947596684,44.54405399863104,64.72275333986849,4,6,4,2,-0.3875591947596684,0,0,0,0
P0809,2025-03-20,6366,803,1.6497629805985423,64.89723675604556,81.28735782215061,5,8,5,4,0.0,0,0,-2,0
P0810,2025-03-21,2088,50,0.8302570298947312,34.774250515641576,43.33618329536763,7,7,3,2,-0.9394859402105378,0,0,1,0
P0811,2025-03-22,6120,359,1.3295521941713748,47.914770782516946,71.57391801779698,6,3,5,5,0.02955219417137478,0,0,6,1
P0812,2025-03-23,3950,126,1.0119846175761893,40.65093079265148,56.392174792339176,4,5,5,2,0.28801538242381075,0,0,-1,0
P0813,2025-03-24,6242,509,1.1892709934753751,59.16485155558237,73.78556314426565,4,7,5,4,0.11072900652462492,0,0,-1,0
P0814,2025-03-25,6177,506,1.2611883704581313,48.094195759505766,91.79302332780587,7,10,8,5,-0.07762325908373757,0,0,-8,0
P0815,2025-03-26,5301,325,1.0426808647592358,51.245444982967264,74.73134197478068,5,7,6,3,-0.0,0,0,0,0
P0816,2025-03-27,4548,165,1.027196798334145,36.77480577995823,43.07761593713285,7,7,5,3,-0.5456064033317101,0,0,0,0
P0817,2025-03-28,6177,647,1.7386091254693479,55.107660409528684,82.00283206213265,2,8,2,3,-1.3158273764080435,0,0,0,0
P0818,2025-03-29,6058,363,1.6124996845062358,59.28986604190791,101.4023284547375,5,5,3,3,0.0,0,0,0,1
P0819,2025-03-30,5058,262,0.9621424077967109,55.22448039622318,83.5460893449714,7,9,6,4,-0.6757151844065783,0,0,-3,0
P0820,2025-03-31,5931,465,1.416923416406713,44.169369884164944,63.848902413618205,5,6,4,3,0.0,0,0,0,1
P0821,2025-04-01,5832,578,1.5402573882436115,38.882921969983286,60.02322295930307,4,4,5,3,-0.24025738824361142,0,0,0,0
P0822,2025-04-02,5381,513,1.3499940073209133,56.534715843160974,74.90240009924823,5,6,6,3,0.0,0,0,0,1
P0823,2025-04-03,5699,198,1.486039803322437,61.33782358918072,88.32213766841897,6,7,7,2,0.18603980332243686,0,0,1,0
P0824,2025-04-04,5781,291,1.3509335698370932,49.143959743432625,66.99062736374856,5,5,5,2,0.0,0,0,-1,0
P0825,2025-04-05,5539,323,1.1522204365601463,53.368432585404264,55.40776277520564,5,5,4,2,-0.0,0,0,-1,0
P0826,2025-04-06,4549,272,1.1258884644790064,48.742331734929046,50.49451277625195,6,9,8,4,-0.17411153552099368,0,0,-3,0
P0827,2025-04-07,5787,213,1.5655458009190375,58.74242078948612,82.51838174777737,7,7,4,4,0.5310916018380749,0,0,-1,0
P0828,2025-04-08,3937,275,1.04403858263699,37.928455134776385,42.80873617124988,6,7,2,2,-0.25596141736301004,0,0,1,0
P0829,2025-04-09,4967,187,1.018089803766378,70.64277491512215,76.47279118630946,6,6,3,3,-0.2819101962336221,0,0,0,1
P0830,2025-04-10,5947,378,1.2005663238045432,64.6271174900544,80.63715188270483,8,5,5,5,-0.29830102858637053,0,0,2,0
P0831,2025-04-11,4646,235,1.292167387567338,43.759972821796296,61.098020048309095,5,6,5,4,-0.0,0,0,0,0
P0832,2025-04-12,5250,417,1.3559061982241347,43.01224061448514,57.94234276259943,4,5,3,2,-0.05590619822413467,0,0,-1,0
P0833,2025-04-13,7119,258,1.381449648726428,70.89992295508921,95.37494670911619,7,7,4,1,0.16289929745285603,0,0,2,1
P0834,2025-04-14,5205,242,1.1376063539169008,45.75204721942617,77.55422183844405,10,9,5,3,-0.8119682304154963,0,0,0,0
P0835,2025-04-15,5468,592,1.4638605603587997,28.082887966721856,55.784145263952524,5,6,4,4,0.0,0,0,0,0
P0836,2025-04-16,4926,214,1.422480101123757,45.64123359186381,56.37402099015108,2,7,3,2,-0.36744030337127054,0,0,1,0
P0837,2025-04-17,4559,202,1.0199225788154205,45.19820427827557,40.17761909650837,4,6,4,3,0.28007742118457957,0,0,0,1
P0838,2025-04-18,5794,582,1.719911970193116,55.894443252178014,84.64386586395096,3,7,6,4,-0.839823940386232,0,0,-1,0
P0839,2025-04-19,6913,363,1.266714494857981,62.46392489830818,84.14425990450113,7,7,4,3,-0.06657101028403822,0,0,0,0
P0840,2025-04-20,3468,91,1.176347832712303,55.20488871217705,77.11671379861693,5,6,2,4,-0.0,0,0,0,0
P0841,2025-04-21,4416,151,1.148828751311878,42.578924828041316,73.20517469824352,6,5,1,2,-0.15117124868812204,0,0,-1,1
P0842,2025-04-22,4438,132,1.3344429009867183,55.07518177186614,77.40725593015421,9,9,4,2,0.13777160394687282,0,0,3,1
P0843,2025-04-23,5817,448,1.4884325750715541,43.320368278315186,72.570659851309,4,6,5,3,-0.1884325750715541,0,0,0,0
P0844,2025-04-24,3428,92,1.1799274145332215,49.08291695094822,66.69108803090572,6,8,3,3,-0.12007258546677857,0,0,0,0
P0845,2025-04-25,4269,152,1.0283299316132535,45.04736701997643,58.52087315456461,7,3,3,2,-0.5433401367734931,0,0,-3,0
P0846,2025-04-26,6503,361,1.4787049246315567,67.46371259547853,80.42920055805412,5,5,3,2,0.0,0,0,-1,0
P0847,2025-04-27,4268,527,1.5560799128214888,59.066373472603246,87.26164362044989,3,7,5,3,-0.5121598256429776,0,0,0,0
P0848,2025-04-28,5964,514,1.8432479078102362,47.34603577982065,70.07404036555047,3,8,1,1,-1.0864958156204723,0,0,4,0
P0849,2025-04-29,5089,260,1.2889483718950574,59.40079957283441,74.36366080277172,3,8,2,1,0.02210325620988529,0,0,4,1
P0850,2025-04-30,6102,389,1.4297682466637571,56.931024215158224,89.3703364455962,5,8,2,3,0.0,0,0,0,0
P0851,2025-05-01,4160,338,1.3111444570601676,41.72033956733385,66.80873437920796,7,9,3,3,0.022288914120335068,0,0,0,0
P0852,2025-05-02,4995,289,1.4399796327907748,30.28551129852272,56.775368343769905,5,6,3,2,0.0,0,0,0,0
P0853,2025-05-03,1640,32,0.805567737295023,48.2572979043401,45.04874587221887,8,10,6,5,-1.4832967881149313,0,0,-8,0
P0854,2025-05-04,4500,291,1.2319990073935918,47.150757580933295,68.55990936982194,5,9,4,4,-0.0,0,0,-3,0
P0855,2025-05-05,6454,652,1.3418451370835296,57.62390095859206,84.01026679335084,6,6,4,4,0.04184513708352955,0,0,0,0
P0856,2025-05-06,4238,191,1.4595284848136498,47.5894410039991,65.88959718383312,5,7,2,2,0.0,0,0,1,0
P0857,2025-05-07,5333,496,1.5753891805033584,43.51273834340157,79.4004642654613,5,5,4,4,0.0,0,0,1,1
P0858,2025-05-08,5165,314,1.6321006962629538,35.94628792854849,52.9287151506318,2,6,3,4,-0.9963020887888614,0,0,0,0
P0859,2025-05-09,5243,281,1.3132924420948693,51.634854339782535,57.189969233022445,8,9,5,4,0.03987732628460772,0,0,-3,0
P0860,2025-05-10,5709,365,1.2865295607681586,57.43613113537345,79.99226810638393,4,8,4,4,0.013470439231841436,0,0,-2,0
P0861,2025-05-11,6390,485,1.5727425511801782,60.589535012269565,80.06540220338313,4,6,2,5,-0.2727425511801782,0,0,0,0
P0862,2025-05-12,3594,90,1.2429999521961668,53.80561378407794,65.22410101451405,8,9,4,6,-0.17100014341149983,0,0,-9,0
P0863,2025-05-13,3278,184,1.3167521701518246,54.95234787619018,73.6487282500188,6,8,5,4,0.016752170151824508,0,0,-2,0
P0864,2025-05-14,6039,310,1.3431890870667147,42.95745276604893,60.98637028541131,6,7,8,4,0.04318908706671465,0,0,-1,0
P0865,2025-05-15,5059,311,1.208967069609137,49.72588852422431,77.04081304019049,6,6,3,2,-0.09103293039086302,0,0,0,0
P0866,2025-05-16,5073,441,1.1651542503373584,47.38449055898382,63.57727287735496,2,5,2,2,0.40453724898792487,0,0,-1,1
P0867,2025-05-17,5191,299,1.2233708582416776,54.71154482410981,87.81206634764612,9,6,6,4,-0.3065165670332899,0,0,0,0
P0868,2025-05-18,5155,271,1.3217459629727264,51.75667316428985,67.30214642340322,4,6,4,3,-0.02174596297272635,0,0,0,0
P0869,2025-05-19,5852,344,1.447989290441425,61.011553803908505,94.70487949145536,6,7,5,2,0.14798929044142506,0,0,1,0
P0870,2025-05-20,4806,349,1.4508618452232904,46.80133226777991,71.81614336061622,4,7,4,3,-0.15086184522329038,0,0,0,0
P0871,2025-05-21,4638,248,1.169875232240946,55.825810498678045,68.91256418471622,8,10,4,4,-0.39037430327716205,0,0,-4,0
P0872,2025-05-22,4349,199,1.552255426242994,45.159722992150265,75.53204868898118,7,6,3,2,0.5045108524859878,0,0,0,1
P0873,2025-05-23,4114,54,1.071322329958724,68.03758839257313,86.5903335236286,6,5,3,2,-0.22867767004127604,0,0,-1,0
P0874,2025-05-24,5859,512,1.284019388787299,59.10122554708498,90.49338136616176,8,10,5,7,-0.047941833638103004,0,0,-16,0
P0875,2025-05-25,4645,204,1.2706911646547334,43.52263996292197,67.03518827853324,4,6,5,3,0.029308835345266626,0,0,0,1
P0876,2025-05-26,5141,362,1.5775067404960135,33.86777700882339,65.54544158624844,5,7,5,2,0.0,0,0,1,1
P0877,2025-05-27,3988,82,0.9424889750180603,61.10734628264764,72.45808595716217,5,6,2,1,-0.0,0,0,0,0
P0878,2025-05-28,5388,226,1.4800343053434593,49.78121558496188,76.08953457851408,5,8,5,4,0.0,0,0,-2,0
P0879,2025-05-29,5564,339,1.4735789604333869,47.68030555891781,71.9349162145095,5,6,3,3,0.0,0,0,0,0
P0880,2025-05-30,6309,648,1.3585390608927126,65.4876160580499,81.83093698671544,5,6,4,3,0.0,0,0,0,1
P0881,2025-05-31,3516,198,1.3782659166237123,44.97162831130795,79.2386653429538,7,9,2,5,0.1565318332474246,0,0,-6,0
P0882,2025-06-01,6493,459,1.1504930947938592,56.3248486299537,58.64804423342064,4,7,3,4,0.14950690520614085,0,0,-1,0
P0883,2025-06-02,5805,527,1.500464290935426,37.800488337246314,70.0565662589393,4,5,5,5,-0.20046429093542595,0,0,2,0
P0884,2025-06-03,4958,560,1.478380681729082,46.17743994897414,62.70631410430021,7,7,5,3,0.3567613634581641,0,0,0,0
P0885,2025-06-04,4539,347,1.247204332512784,45.23128476580524,72.94988217319013,8,9,4,3,-0.15838700246164827,0,0,0,0
P0886,2025-06-05,5079,337,1.1653769816121613,57.483666557659,74.03698639815923,3,5,3,2,0.2692460367756775,0,0,-1,0
P0887,2025-06-06,6886,603,1.4504720942029388,56.14758532164765,75.2747777809284,4,7,6,3,-0.15047209420293872,0,0,0,0
P0888,2025-06-07,6636,667,1.487839442277964,74.39767052651038,99.6729676888645,4,8,7,4,-0.1878394422779639,0,0,-2,0
P0889,2025-06-08,4496,225,1.3500111848218788,61.2678242971482,87.82555219033631,7,9,4,4,0.10002236964375744,0,0,-3,0
P0890,2025-06-09,4712,304,1.2762400874316948,48.91047148679914,64.44775609863571,7,7,4,5,-0.04751982513661046,0,0,-2,0
P0891,2025-06-10,5977,183,1.1733606962730438,34.461878794803205,44.85145601287814,1,4,1,1,0.5065572149078248,0,0,-4,0
P0892,2025-06-11,3376,150,1.0120442908136984,61.52266379701785,86.83100100412747,9,8,8,3,-1.1518228367452066,0,0,0,0
P0893,2025-06-12,3597,155,1.504681798249237,44.618534030344165,69.1152628832937,4,7,5,4,-0.20468179824923705,0,0,-1,0
P0894,2025-06-13,4371,173,0.9521674336044694,49.91244577644554,51.60772114041623,4,6,3,2,0.3478325663955306,0,0,0,0
P0895,2025-06-14,5466,359,1.329236694364786,52.79540373097039,64.13721510903741,5,7,2,3,0.0,0,0,0,0
P0896,2025-06-15,4119,211,1.3957045584528078,56.96675715786671,79.97043543318908,6,8,5,3,0.09570455845280779,0,0,0,1
P0897,2025-06-16,4205,86,1.0714427247447107,47.56538111560163,74.13386166604766,8,9,4,5,-0.685671825765868,0,0,-6,0
P0898,2025-06-17,4471,312,1.0326516614069403,51.63458316465769,46.218470260751346,4,7,3,2,0.26734833859305973,0,0,1,0
P0899,2025-06-18,5845,388,1.3349806393281631,52.228640246997436,95.66696357606403,8,9,6,4,0.10494191798448926,0,0,-3,0
P0900,2025-06-19,2613,70,0.8762589139277364,27.420098343133468,31.835326276327088,3,6,4,4,0.8474821721445274,0,0,0,0
P0901,2025-06-20,5414,246,0.9670577641798925,34.24874401586289,36.168668368608024,3,6,2,2,0.665884471640215,0,0,0,0
P0902,2025-06-21,4767,269,1.481502317746558,37.72452123016865,66.19600712312493,6,7,5,4,0.181502317746558,0,0,-1,1
P0903,2025-06-22,4054,184,1.2065096657420822,45.37066084046086,68.74659438492994,7,10,3,3,-0.18698066851583572,0,0,0,1
P0904,2025-06-23,4092,252,0.9499980353523397,52.00604582818085,56.30635056200751,5,5,3,4,-0.0,0,0,1,0
P0905,2025-06-24,4974,358,1.6549841407788715,52.077696223525,75.42459516739572,6,6,3,2,0.3549841407788714,0,0,0,0
P0906,2025-06-25,5925,365,1.4482607737873092,41.68540890245432,69.15802974751769,4,6,5,4,-0.14826077378730917,0,0,0,0
P0907,2025-06-26,4977,148,1.7199514483594263,66.13472893473178,103.47430902212125,6,6,3,4,0.4199514483594262,0,0,0,0
P0908,2025-06-27,5262,247,1.2032457015239117,61.5831741110284,93.48338102851578,9,9,5,1,-0.3870171939043532,0,0,6,1
P0909,2025-06-28,5297,328,1.376147123718264,51.08146483987999,60.87298814058997,5,8,5,4,0.0,0,0,-2,0
P0910,2025-06-29,5603,322,1.3526931567333038,52.11392102382589,74.32735510871176,7,8,7,6,0.10538631346660754,0,0,-6,0
P0911,2025-06-30,5079,58,1.2593116026940363,44.54905785107614,60.336676798649485,6,6,4,1,-0.04068839730596374,0,0,0,0
P0912,2025-07-01,3923,214,1.2872369979785796,53.94849078194744,66.66529999695568,5,6,4,4,-0.0,0,0,0,0
P0913,2025-07-02,2957,106,0.8428555951473737,30.311767142215384,46.067381539781735,8,9,6,4,-1.371433214557879,0,0,-3,0
P0914,2025-07-03,4567,499,1.3607272014698983,56.38152933977932,75.67042314814286,3,3,2,3,-0.12145440293979659,0,0,0,1
P0915,2025-07-04,5787,515,1.311603871946602,67.52253074788543,77.51457953102087,5,7,4,4,0.0,0,0,-1,1
P0916,2025-07-05,4295,127,1.1113049167595195,44.684213977253116,91.35466242835749,9,8,4,2,-0.7547803329619223,0,0,2,0
P0917,2025-07-06,3975,200,1.4242798239482533,58.520641048053456,84.03247067601569,6,7,3,5,0.12427982394825321,0,0,-2,0
P0918,2025-07-07,4810,264,0.9099822516423075,48.310442583855725,64.5867786896254,4,6,5,2,0.39001774835769254,0,0,0,0
P0919,2025-07-08,6057,366,1.3526921739485227,41.24383911363997,65.79576511790053,8,9,4,5,0.15807652184556797,0,0,-6,0
P0920,2025-07-09,4683,408,1.5098999671820668,22.349870043444348,37.126926090270715,5,8,2,2,0.0,0,0,2,0
P0921,2025-07-10,3097,121,1.4218406662424508,53.46451603946906,96.76695004089943,9,9,8,5,0.48736266496980285,0,0,-6,0
P0922,2025-07-11,4812,384,1.622450925921813,44.54839412324347,65.31624635497886,5,8,5,2,0.0,0,0,2,1
P0923,2025-07-12,6908,475,1.4934838935042756,45.06846903334127,93.29644357641553,6,6,6,4,0.19348389350427553,0,0,0,0
P0924,2025-07-13,4812,361,1.1933013424476062,45.03425123185328,43.75439337746556,2,8,5,3,0.3200959726571815,0,0,0,0
P0925,2025-07-14,6660,503,1.4965293402321862,53.933851341670675,76.86786697427532,4,8,4,4,-0.19652934023218616,0,0,-2,0
P0926,2025-07-15,6030,479,1.311423679827827,39.11895043369461,59.57677207620637,4,7,4,5,-0.011423679827826883,0,0,-2,1
P0927,2025-07-16,3670,66,1.0346357477278938,43.58300085367594,62.05456294283083,8,9,3,2,-0.7960927568163187,0,0,3,1
P0928,2025-07-17,5428,439,1.8310194163298248,59.58995674706228,91.29444265336642,4,5,2,3,-0.5310194163298247,0,0,0,0
P0929,2025-07-18,5256,201,1.169610063471287,59.19331832015716,79.90533959653067,7,8,7,4,-0.2607798730574262,0,0,-2,0
P0930,2025-07-19,4614,177,1.2284535911801433,25.912835766943275,43.476572792899574,5,5,2,3,-0.0,0,0,0,0
P0931,2025-07-20,5230,331,1.4043840506162766,51.2824259476452,84.6030060433321,6,5,6,4,0.10438405061627654,0,0,1,0
P0932,2025-07-21,4411,140,1.2005956851346486,47.573672356145345,80.53860781227507,7,6,5,5,-0.1988086297307028,0,0,0,1
P0933,2025-07-22,5168,389,1.3752535542799997,52.63072078351071,83.90541451129057,7,7,6,2,0.15050710855999938,0,0,1,1
P0934,2025-07-23,7047,360,1.3686540197085455,53.86173303229202,74.7376183707293,6,6,5,2,0.06865401970854546,0,0,0,0
P0935,2025-07-24,5294,321,1.3626035387747846,45.19315966696567,62.02145192321424,5,8,3,2,0.0,0,0,2,0
P0936,2025-07-25,5613,365,1.547149929042474,42.157264350808234,52.314087577931836,3,5,3,2,-0.4942998580849478,0,0,-1,0
P0937,2025-07-26,5740,352,1.4223425620718102,52.977008951849044,77.5542044124202,5,7,3,4,0.0,0,0,-1,1
P0938,2025-07-27,4763,162,1.2102362002452065,41.17071815944323,66.18503070742976,9,8,6,2,-0.35905519901917415,0,0,2,0
P0939,2025-07-28,5453,258,1.1960485231807418,40.32644936815056,64.67231128512927,7,8,4,5,-0.2079029536385164,0,0,-4,0
P0940,2025-07-29,4250,85,1.1234123083882341,37.61251309522475,64.42704511254851,7,8,6,2,-0.3531753832235318,0,0,2,0
P0941,2025-07-30,4434,227,1.4983317486420331,42.031385760464765,62.19077376470122,6,7,4,2,0.19833174864203307,0,0,1,1
P0942,2025-07-31,7207,426,1.4751747129909782,54.18539737169517,95.33865153439855,4,8,5,4,-0.1751747129909782,0,0,-2,0
P0943,2025-08-01,4016,242,1.0795464587506671,60.58975667975286,65.73336962540236,6,6,3,3,-0.22045354124933292,0,0,0,0
P0944,2025-08-02,5535,516,1.1547545851477306,61.92116473240938,97.92293680352034,6,9,5,2,-0.1452454148522695,0,0,3,0
P0945,2025-08-03,4694,370,1.1891060708013421,43.754507977056846,65.01305894739967,5,8,5,4,-0.0,0,0,-2,0
P0946,2025-08-04,4567,268,1.097425031868208,61.95164935405212,70.62630701460684,7,7,5,3,-0.4051499362635842,0,0,0,0
P0947,2025-08-05,3984,90,0.887885782685526,45.09494064536748,57.284447477768836,8,8,4,2,-1.2363426519434222,0,0,2,0
P0948,2025-08-06,5479,532,1.7138296129842476,57.546617644418475,91.73153625055214,8,8,6,4,1.2414888389527428,1,0,-2,1
P0949,2025-08-07,3639,122,1.0620783730643033,47.879560264716424,80.04863383138807,8,9,5,3,-0.7137648808070902,0,0,0,0
P0950,2025-08-08,3672,121,1.15472573516519,47.28127437921636,73.29559673978017,8,7,7,4,-0.43582279450442996,0,0,-1,0
P0951,2025-08-09,6162,396,1.5790792713624382,61.17681832001743,89.63119609346758,2,5,4,3,-0.8372378140873145,0,0,0,0
P0952,2025-08-10,5445,187,1.118176464474053,55.10008311714899,75.29154232103949,8,8,5,4,-0.545470606577841,0,0,-2,0
P0953,2025-08-11,4013,70,1.0792984304155706,49.614453071803105,61.06549526410865,5,7,3,3,-0.0,0,0,0,0
P0954,2025-08-12,6860,290,1.2955902042737886,51.861239040864795,85.66402544666771,3,8,4,3,0.008819591452422948,0,0,0,0
P0955,2025-08-13,4802,232,1.4363153494772092,38.901664607329984,66.01413688370158,5,6,7,4,0.0,0,0,0,1
P0956,2025-08-14,5612,519,1.224324104287724,68.59067452000548,62.40392090102394,3,5,4,3,0.15135179142455213,0,0,0,0
P0957,2025-08-15,4833,273,1.1085701148661813,35.35176751903024,56.73363008026813,7,9,4,4,-0.3828597702676375,0,0,-3,0
P0958,2025-08-16,4716,390,1.5405300348865145,51.221935530988546,73.12250672272475,7,8,3,2,0.48106006977302895,0,0,2,1
P0959,2025-08-17,4711,430,1.5870712434970724,38.270351011963314,53.76792106612368,6,6,4,3,0.28707124349707236,0,0,0,0
P0960,2025-08-18,6615,414,1.698880482663835,54.722114807393304,86.86536041406885,2,2,2,2,-1.196641447991505,0,0,-4,0
P0961,2025-08-19,3875,115,1.1649559235911775,53.102046380330826,69.96364850950889,8,6,4,5,-0.40513222922646763,0,0,0,0
P0962,2025-08-20,5068,314,1.7493988571619483,35.886236701856944,74.3241248413418,8,8,6,3,1.3481965714858448,1,0,0,1
P0963,2025-08-21,4313,255,1.379690896660755,59.35537404990391,94.86047497887564,7,9,4,4,0.15938179332151003,0,0,-3,0
P0964,2025-08-22,5207,367,1.4480178790497626,34.680394261147285,47.96361146426017,4,5,4,4,-0.1480178790497626,0,0,1,1
P0965,2025-08-23,5327,224,1.5238842341267924,69.98989133919977,97.46691998202824,7,7,5,3,0.44776846825358474,0,0,0,1
P0966,2025-08-24,4965,389,1.800031297127412,35.66572152552411,66.58607837529821,3,8,2,1,-1.0000625942548238,0,0,4,1
P0967,2025-08-25,5637,617,1.653550560153628,53.094370594151975,83.37286656201553,7,7,4,3,0.7071011203072559,0,0,0,0
P0968,2025-08-26,3833,157,1.312123679259287,52.906491891284965,79.83127454929385,7,8,3,3,0.024247358518573847,0,0,0,0
P0969,2025-08-27,5191,346,1.4142849321198312,48.9455245216383,67.95975295890736,9,10,6,4,0.4571397284793246,0,0,-4,0
P0970,2025-08-28,4549,233,1.28433305659367,30.807356866246838,37.901569361567645,4,7,3,4,0.015666943406330125,0,0,-1,0
P0971,2025-08-29,3519,112,1.3093880275289562,47.914676592006,77.61184106622086,10,8,5,4,0.04694013764478089,0,0,-2,0
P0972,2025-08-30,3049,107,1.1588763784682081,51.14445047238706,74.26629353080222,7,7,6,3,-0.28224724306358384,0,0,0,1
P0973,2025-08-31,5293,346,1.6303427105901909,59.67153557873863,76.07877614817446,3,6,3,2,-0.6606854211803816,0,0,0,0
P0974,2025-09-01,6014,450,1.48064967650271,59.619079784852005,79.8883758500842,7,6,5,5,0.3612993530054198,0,0,0,0
P0975,2025-09-02,3623,141,1.2865725018480558,58.24314444856844,77.33881096536344,6,8,5,2,-0.013427498151944217,0,0,2,0
P0976,2025-09-03,3797,193,1.2612889766567128,44.509530629607255,69.8968936277291,6,4,3,3,-0.03871102334328724,0,0,0,0
P0977,2025-09-04,4724,169,0.8968961836287774,44.91850298112243,62.481454068691825,8,9,4,2,-1.2093114491136678,0,0,3,0
P0978,2025-09-05,5496,431,1.5008204622260473,31.343506215521373,47.8544927259515,4,7,4,3,-0.2008204622260472,0,0,0,1
P0979,2025-09-06,5330,342,1.4873375864876253,53.53074253935415,78.47890101317363,5,7,4,3,0.0,0,0,0,1
P0980,2025-09-07,5380,510,1.5118381850842004,44.35064225043367,75.8916862980391,3,5,4,3,-0.42367637016840076,0,0,0,0
P0981,2025-09-08,3755,148,1.000433199081856,42.929626365190224,64.17709530654238,8,8,4,2,-0.8987004027544321,0,0,2,0
P0982,2025-09-09,6418,574,1.431922422892833,60.040591521287,81.0682729292354,4,7,3,2,-0.13192242289283285,0,0,1,0
P0983,2025-09-10,5121,258,1.4096382062365218,68.2002275285951,84.56124141127358,3,3,3,2,-0.21927641247304352,0,0,-3,0
P0984,2025-09-11,5207,332,1.0639237953420997,33.20078049538871,49.21296821506509,5,7,2,3,-0.0,0,0,0,1
P0985,2025-09-12,6270,502,1.360926468056185,53.20003172544225,61.317132431898074,5,7,2,2,0.0,0,0,1,0
P0986,2025-09-13,5463,313,1.3005160068479407,39.05398855804128,64.07963120280792,4,4,3,3,-0.0005160068479406199,0,0,0,0
P0987,2025-09-14,4613,444,1.457445066991839,52.421498900157594,73.51139623529957,5,7,3,4,0.0,0,0,-1,0
P0988,2025-09-15,4064,127,0.9207005187510082,68.29586900110627,83.72112133138778,8,6,6,4,-1.1378984437469755,0,0,0,0
P0989,2025-09-16,5214,226,1.2953816550560207,46.244594203705034,60.08065698100947,6,5,5,4,-0.004618344943979391,0,0,1,0
P0990,2025-09-17,4120,146,1.0825041529663026,51.06038462511686,65.09893234108661,7,9,4,2,-0.4349916940673948,0,0,3,1
P0991,2025-09-18,5825,642,1.627107515831124,40.92473427728229,65.82897488086083,2,7,2,2,-0.9813225474933716,0,0,1,0
P0992,2025-09-19,3996,203,1.1068291301958049,49.82197985298852,65.14888130541549,5,7,4,2,-0.0,0,0,1,1
